Citation,Frequency,Sample_Context_Type,Sample_Context_ID,Sample_Context_Label
"Cicero, Academica I-II",2,node,person_cicero_marcus_tullius_106_43bce_a8f3d2c1,Marcus Tullius Cicero
"Cicero, De Fato (complete extant text)",2,node,work_de_fato_cicero_44bce_b9c4e5d2,De Fato (On Fate)
"Cross-references: De Natura Deorum, De Divinatione, Academica",2,node,work_de_fato_cicero_44bce_b9c4e5d2,De Fato (On Fate)
"Aristotle, De Interpretatione (complete)",2,node,person_aristotle_384_322bce_c2d4f6a8,Aristotle of Stagira
"Ancient commentaries: Aspasius (oldest surviving), Eustratius, Anonymous",2,node,work_nicomachean_ethics_aristotle_c350bce_d3e5f7b9,Nicomachean Ethics (Ἠθικὰ Νικομάχεια)
"Eudemian Ethics (alternative version, overlapping content)",2,node,work_nicomachean_ethics_aristotle_c350bce_d3e5f7b9,Nicomachean Ethics (Ἠθικὰ Νικομάχεια)
"Aristotle, De Interpretatione (complete text)",2,node,work_de_interpretatione_aristotle_c350bce_e4f6g8h0,De Interpretatione (Περὶ Ἑρμηνείας)
"Ancient commentaries: Ammonius (most important), Alexander of Aphrodisias, Boethius (Latin)",2,node,work_de_interpretatione_aristotle_c350bce_e4f6g8h0,De Interpretatione (Περὶ Ἑρμηνείας)
"Aristotle, Metaphysics Book Theta (complete)",2,node,work_metaphysics_theta_aristotle_c350bce_f5g7h9i1,Metaphysics Book Theta (Potentiality and Actuality)
"Cross-references: Nicomachean Ethics III (deliberate choice), De Interpretatione 9 (contingency)",2,node,work_metaphysics_theta_aristotle_c350bce_f5g7h9i1,Metaphysics Book Theta (Potentiality and Actuality)
"Ancient commentaries: Alexander of Aphrodisias (CAG I), Pseudo-Alexander",2,node,work_metaphysics_theta_aristotle_c350bce_f5g7h9i1,Metaphysics Book Theta (Potentiality and Actuality)
"Aristotle, Nicomachean Ethics III.1 (1109b30-1111b3) - primary definition",2,node,concept_hekousion_voluntary_aristotle_a1b2c3d4,Hekousion (Ἑκούσιον) - Voluntary
"Aristotle, Eudemian Ethics II.6-9 - alternative treatment",2,node,concept_hekousion_voluntary_aristotle_a1b2c3d4,Hekousion (Ἑκούσιον) - Voluntary
"Aristotle, Magna Moralia I.9-17 - related discussion",2,node,concept_hekousion_voluntary_aristotle_a1b2c3d4,Hekousion (Ἑκούσιον) - Voluntary
"Alexander of Aphrodisias, De Fato - develops voluntary into incompatibilist freedom",2,node,concept_hekousion_voluntary_aristotle_a1b2c3d4,Hekousion (Ἑκούσιον) - Voluntary
"Epictetus, Discourses - Stoic reinterpretation of voluntary under determinism",2,node,concept_hekousion_voluntary_aristotle_a1b2c3d4,Hekousion (Ἑκούσιον) - Voluntary
"Aristotle, Nicomachean Ethics III.1 (1109b35-1110b17) - primary definition",2,node,concept_akousion_involuntary_aristotle_b2c3d4e5,Akousion (Ἀκούσιον) - Involuntary
"Aristotle, Eudemian Ethics II.7-8 - alternative formulation",2,node,concept_akousion_involuntary_aristotle_b2c3d4e5,Akousion (Ἀκούσιον) - Involuntary
"Aristotle, Rhetoric I.10-14 - legal/forensic contexts",2,node,concept_akousion_involuntary_aristotle_b2c3d4e5,Akousion (Ἀκούσιον) - Involuntary
"Alexander of Aphrodisias, ethical writings - develops the concept",2,node,concept_akousion_involuntary_aristotle_b2c3d4e5,Akousion (Ἀκούσιον) - Involuntary
Stoic sources - debated whether anything is truly involuntary under fate,2,node,concept_akousion_involuntary_aristotle_b2c3d4e5,Akousion (Ἀκούσιον) - Involuntary
"Aristotle, Nicomachean Ethics III.2-3 (1111b4-1113a14) - primary analysis",2,node,concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,Prohairesis (Προαίρεσις) - Deliberate Choice
"Aristotle, Eudemian Ethics II.10 - alternative treatment",2,node,concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,Prohairesis (Προαίρεσις) - Deliberate Choice
"Aristotle, De Anima III.9-11 - psychology of deliberation and choice",2,node,concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,Prohairesis (Προαίρεσις) - Deliberate Choice
"Alexander of Aphrodisias, De Fato, Ethical Problems - develops prohairesis as libertarian freedom",2,node,concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,Prohairesis (Προαίρεσις) - Deliberate Choice
Epictetus - Stoic appropriation as prohairesis under fate,2,node,concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,Prohairesis (Προαίρεσις) - Deliberate Choice
"Aristotle, Nicomachean Ethics III.5 (1113b3-1114b25) - foundational text",2,node,concept_eph_hemin_in_our_power_aristotle_d4e5f6g7,To Eph' Hêmin (Τὸ ἐφ' ἡμῖν) - What is In Our Power
"Aristotle, Eudemian Ethics II.6-10 - parallel treatment",2,node,concept_eph_hemin_in_our_power_aristotle_d4e5f6g7,To Eph' Hêmin (Τὸ ἐφ' ἡμῖν) - What is In Our Power
"Aristotle, Metaphysics Theta 5 - two-way rational powers ground eph' hêmin",2,node,concept_eph_hemin_in_our_power_aristotle_d4e5f6g7,To Eph' Hêmin (Τὸ ἐφ' ἡμῖν) - What is In Our Power
"Alexander of Aphrodisias, De Fato - libertarian interpretation of eph' hêmin",2,node,concept_eph_hemin_in_our_power_aristotle_d4e5f6g7,To Eph' Hêmin (Τὸ ἐφ' ἡμῖν) - What is In Our Power
"Epictetus, Enchiridion 1 - Stoic distinction: eph' hêmin (virtue, judgment) vs ouk eph' hêmin (externals)",2,node,concept_eph_hemin_in_our_power_aristotle_d4e5f6g7,To Eph' Hêmin (Τὸ ἐφ' ἡμῖν) - What is In Our Power
"Cicero, De Fato - Latin translations and debates over 'in nostra potestate'",2,node,concept_eph_hemin_in_our_power_aristotle_d4e5f6g7,To Eph' Hêmin (Τὸ ἐφ' ἡμῖν) - What is In Our Power
"Aristotle, De Interpretatione 9 (18a28-19b4) - future contingents",2,node,concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον) - The Contingent
"Aristotle, Metaphysics Theta 3-5 - potentiality and real possibilities",2,node,concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον) - The Contingent
"Aristotle, Nicomachean Ethics III.3 - we deliberate about contingents (endechomena)",2,node,concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον) - The Contingent
"Aristotle, Physics II.4-6 - chance, spontaneity, contingent causation",2,node,concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον) - The Contingent
"Alexander of Aphrodisias, De Fato - defense of real contingency against Stoics",2,node,concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον) - The Contingent
"Cicero, De Fato §§12-15 - Diodorus' Master Argument against contingency",2,node,concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον) - The Contingent
"Aristotle, De Interpretatione 9 (18a28-19b4) - primary text",2,node,argument_sea_battle_aristotle_f6g7h8i9,Sea Battle Argument (Future Contingents)
"Ammonius, Commentary on De Interpretatione - ancient interpretation",2,node,argument_sea_battle_aristotle_f6g7h8i9,Sea Battle Argument (Future Contingents)
"Boethius, Commentary on De Interpretatione - Latin transmission",2,node,argument_sea_battle_aristotle_f6g7h8i9,Sea Battle Argument (Future Contingents)
"Aristotle, Nicomachean Ethics III.1 (1109b30-1111b3)",2,node,argument_voluntary_involuntary_distinction_aristotle_g7h8i9j0,Voluntary/Involuntary Distinction Argument
"Aristotle, Eudemian Ethics II.6-9 - parallel treatment",2,node,argument_voluntary_involuntary_distinction_aristotle_g7h8i9j0,Voluntary/Involuntary Distinction Argument
"Aristotle, Rhetoric I.10-14 - legal/forensic applications",2,node,argument_voluntary_involuntary_distinction_aristotle_g7h8i9j0,Voluntary/Involuntary Distinction Argument
Alexander of Aphrodisias - develops distinction into incompatibilist theory,2,node,argument_voluntary_involuntary_distinction_aristotle_g7h8i9j0,Voluntary/Involuntary Distinction Argument
Stoic ethics - accepts distinction but claims voluntary compatible with fate,2,node,argument_voluntary_involuntary_distinction_aristotle_g7h8i9j0,Voluntary/Involuntary Distinction Argument
"Aristotle, Nicomachean Ethics III.2-3 (1111b4-1113a14)",2,node,argument_deliberate_choice_analysis_aristotle_h8i9j0k1,Deliberate Choice (Prohairesis) Analysis Argument
"Aristotle, Eudemian Ethics II.10",2,node,argument_deliberate_choice_analysis_aristotle_h8i9j0k1,Deliberate Choice (Prohairesis) Analysis Argument
"Alexander of Aphrodisias, De Fato - prohairesis as libertarian freedom",2,node,argument_deliberate_choice_analysis_aristotle_h8i9j0k1,Deliberate Choice (Prohairesis) Analysis Argument
Epictetus - Stoic appropriation of prohairesis (compatible with fate),2,node,argument_deliberate_choice_analysis_aristotle_h8i9j0k1,Deliberate Choice (Prohairesis) Analysis Argument
"Aristotle, Metaphysics Theta 2 (1046a36-b28) - rational vs non-rational potentialities",2,node,argument_two_way_powers_aristotle_i9j0k1l2,Two-Way Powers (Rational Potentialities) Argument
"Aristotle, Metaphysics Theta 5 (1048a1-15) - two-way powers and choice",2,node,argument_two_way_powers_aristotle_i9j0k1l2,Two-Way Powers (Rational Potentialities) Argument
"Cross-reference: Nicomachean Ethics III.5 (1113b6-7) - 'where acting is in our power, so is not acting'",2,node,argument_two_way_powers_aristotle_i9j0k1l2,Two-Way Powers (Rational Potentialities) Argument
"Alexander of Aphrodisias, De Fato - develops into libertarian incompatibilist theory",2,node,argument_two_way_powers_aristotle_i9j0k1l2,Two-Way Powers (Rational Potentialities) Argument
Stoic sources - rejection or reinterpretation of two-way powers,2,node,argument_two_way_powers_aristotle_i9j0k1l2,Two-Way Powers (Rational Potentialities) Argument
"Lucretius, De Rerum Natura II.216-293 - fullest ancient account of atomic swerve",2,node,person_epicurus_341_270bce_j0k1l2m3,Epicurus of Samos
"Cicero, De Fato §§20-25 - critical discussion of Epicurean swerve",2,node,person_epicurus_341_270bce_j0k1l2m3,Epicurus of Samos
"Lucretius, De Rerum Natura (complete text, 7,400 lines)",2,node,person_lucretius_99_55bce_k1l2m3n4,Titus Lucretius Carus
"Lucretius, De Rerum Natura (complete text)",2,node,work_de_rerum_natura_lucretius_50sbce_l2m3n4o5,De Rerum Natura (On the Nature of Things)
Cicero - possible editor/publisher of the poem,2,node,work_de_rerum_natura_lucretius_50sbce_l2m3n4o5,De Rerum Natura (On the Nature of Things)
Jerome - biographical notice (hostile),2,node,work_de_rerum_natura_lucretius_50sbce_l2m3n4o5,De Rerum Natura (On the Nature of Things)
"Epicurus, Letter to Menoeceus §§133-134 - implicit reference to breaking necessity",2,node,concept_clinamen_atomic_swerve_epicurus_m3n4o5p6,Clinamen / Parenklisis (Atomic Swerve)
"Lucretius, De Rerum Natura II.216-293 - fullest exposition of swerve",2,node,concept_clinamen_atomic_swerve_epicurus_m3n4o5p6,Clinamen / Parenklisis (Atomic Swerve)
"Cicero, De Fato §§22-23 - critical discussion of Epicurean swerve",2,node,concept_clinamen_atomic_swerve_epicurus_m3n4o5p6,Clinamen / Parenklisis (Atomic Swerve)
"Cicero, De Finibus I.19-20 - swerve as arbitrary invention",2,node,concept_clinamen_atomic_swerve_epicurus_m3n4o5p6,Clinamen / Parenklisis (Atomic Swerve)
"Diogenes of Oenoanda, Inscription fr. 32 - Epicurean defense of indeterminism",2,node,concept_clinamen_atomic_swerve_epicurus_m3n4o5p6,Clinamen / Parenklisis (Atomic Swerve)
"Lucretius, De Rerum Natura II.216-293, esp. 251-293 on swerve and freedom",2,node,argument_epicurean_swerve_for_freedom_m4n5o6p7,Epicurean Atomic Swerve Argument for Freedom
"Diogenes of Oenoanda, fr. 32 - Epicurean defense of indeterminism",2,node,argument_epicurean_swerve_for_freedom_m4n5o6p7,Epicurean Atomic Swerve Argument for Freedom
"Alexander of Aphrodisias, De Fato (complete text in Greek)",2,node,person_alexander_aphrodisias_fl200ce_n5o6p7q8,Alexander of Aphrodisias
"Alexander, Mantissa - Ethical Problems (sections on voluntariness and responsibility)",2,node,person_alexander_aphrodisias_fl200ce_n5o6p7q8,Alexander of Aphrodisias
"Simplicius, Commentary on De Caelo - reports Alexander's views",2,node,person_alexander_aphrodisias_fl200ce_n5o6p7q8,Alexander of Aphrodisias
"Philoponus, Commentary on Physics - discusses Alexander's positions",2,node,person_alexander_aphrodisias_fl200ce_n5o6p7q8,Alexander of Aphrodisias
"Alexander of Aphrodisias, De Fato (complete Greek text)",2,node,work_de_fato_alexander_c200ce_o6p7q8r9,De Fato (Περὶ Εἱμαρμένης / On Fate)
"Alexander, Mantissa - Ethical Problems (related discussions)",2,node,work_de_fato_alexander_c200ce_o6p7q8r9,De Fato (Περὶ Εἱμαρμένης / On Fate)
"Cross-references: Alexander's commentaries on Aristotle Metaphysics, Nicomachean Ethics",2,node,work_de_fato_alexander_c200ce_o6p7q8r9,De Fato (Περὶ Εἱμαρμένης / On Fate)
"Alexander, De Fato Ch. 13-15 - main incompatibilist argument",2,node,argument_incompatibilism_alexander_p7q8r9s0,Alexander's Incompatibilist Argument (Fate Destroys Freedom)
"Alexander, De Fato Ch. 22 - refutation of Stoic cylinder analogy",2,node,argument_incompatibilism_alexander_p7q8r9s0,Alexander's Incompatibilist Argument (Fate Destroys Freedom)
"Alexander, Mantissa - Ethical Problems on responsibility",2,node,argument_incompatibilism_alexander_p7q8r9s0,Alexander's Incompatibilist Argument (Fate Destroys Freedom)
"Alexander, De Fato Ch. 26-28 - positive theory of agent causation",2,node,argument_agent_causation_two_way_powers_alexander_q8r9s0t1,Alexander's Agent Causation via Two-Way Powers Argument
"Aristotle, Metaphysics Theta 2, 5 - two-way powers (Alexander's foundation)",2,node,argument_agent_causation_two_way_powers_alexander_q8r9s0t1,Alexander's Agent Causation via Two-Way Powers Argument
"Alexander, Commentary on Aristotle Metaphysics - development of potentiality theory",2,node,argument_agent_causation_two_way_powers_alexander_q8r9s0t1,Alexander's Agent Causation via Two-Way Powers Argument
"Plato, Republic (complete text, multiple manuscripts)",2,node,person_plato_428_348bce_a1b2c3d4,Plato of Athens
"Plato, Timaeus (complete text)",2,node,person_plato_428_348bce_a1b2c3d4,Plato of Athens
Aristotle - frequent references to Platonic doctrines,2,node,person_plato_428_348bce_a1b2c3d4,Plato of Athens
"Plato's dialogues (especially early: Apology, Crito, Euthyphro, Laches, Charmides, Protagoras, Gorgias)",2,node,person_socrates_470_399bce_b2c3d4e5,Socrates of Athens
"Xenophon, Memorabilia and Symposium",2,node,person_socrates_470_399bce_b2c3d4e5,Socrates of Athens
"Plato, Republic (complete text, extensive manuscript tradition)",2,node,work_republic_plato_c380bce_c3d4e5f6,Republic (Πολιτεία)
"Aristotle, Politics - critical engagement with Republic",2,node,work_republic_plato_c380bce_c3d4e5f6,Republic (Πολιτεία)
"Neoplatonic commentaries: Proclus, Syrian",2,node,work_republic_plato_c380bce_c3d4e5f6,Republic (Πολιτεία)
"Aristotle, EN III.1 - develops Platonic voluntary/involuntary distinction",2,node,work_laws_plato_c350bce_d4e5f6g7,Laws (Νόμοι)
"Aristotle, Politics II - critique of Laws",2,node,work_laws_plato_c350bce_d4e5f6g7,Laws (Νόμοι)
"Plato, Republic IV (435a-445e) - foundational argument",2,node,concept_tripartite_soul_plato_e5f6g7h8,Tripartite Soul (Τριμερής Ψυχή)
"Plato, Phaedrus (246a-254e) - chariot allegory (reason as charioteer, spirit and appetite as horses)",2,node,concept_tripartite_soul_plato_e5f6g7h8,Tripartite Soul (Τριμερής Ψυχή)
"Plato, Timaeus (69c-72d) - bodily location of soul parts",2,node,concept_tripartite_soul_plato_e5f6g7h8,Tripartite Soul (Τριμερής Ψυχή)
"Aristotle, De Anima - critique and development",2,node,concept_tripartite_soul_plato_e5f6g7h8,Tripartite Soul (Τριμερής Ψυχή)
"Plato, Protagoras 352a-358d - defense of intellectualism, denial of akrasia",2,node,concept_socratic_intellectualism_f6g7h8i9,Socratic Intellectualism (Virtue is Knowledge)
"Plato, Meno 77b-78b - no one desires evil willingly",2,node,concept_socratic_intellectualism_f6g7h8i9,Socratic Intellectualism (Virtue is Knowledge)
"Plato, Gorgias 466d-468e - wrongdoers don't do what they want (truly want the good)",2,node,concept_socratic_intellectualism_f6g7h8i9,Socratic Intellectualism (Virtue is Knowledge)
"Aristotle, EN VII - explicit rejection of Socratic intellectualism",2,node,concept_socratic_intellectualism_f6g7h8i9,Socratic Intellectualism (Virtue is Knowledge)
"Aristotle - extensive discussion of Democritean atomism (Met, De Gen et Corr, De Anima)",2,node,person_democritus_460_370bce_g7h8i9j0,Democritus of Abdera
"Fragments collected in Diels-Kranz, Die Fragmente der Vorsokratiker",2,node,person_democritus_460_370bce_g7h8i9j0,Democritus of Abdera
"Lucretius, De Rerum Natura - transmission of modified (Epicurean) atomism",2,node,person_democritus_460_370bce_g7h8i9j0,Democritus of Abdera
Democritus fragments (DK 68) - Ananke in atomist physics,2,node,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη) - Necessity/Determinism
"Plato, Timaeus 47e-48a, 56c - Ananke vs. Nous (Reason)",2,node,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη) - Necessity/Determinism
"Aristotle, Metaphysics Δ.5 (1015a20-b15) - analysis of types of necessity",2,node,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη) - Necessity/Determinism
Stoic sources on heimarmenê (fate) as rational Ananke,2,node,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη) - Necessity/Determinism
"SVF II 912, 943, 957, 963, 973, 978, 981, 988, 991, 998, 1007 - Fate, determinism, and causal theory",2,node,person_chrysippus_280_206bce_i9j0k1l2,Chrysippus of Soli
"SVF II 198, 202 - Definitions of fate and providence",2,node,person_chrysippus_280_206bce_i9j0k1l2,Chrysippus of Soli
"SVF I 98, 160 - Early Stoic foundations",2,node,person_chrysippus_280_206bce_i9j0k1l2,Chrysippus of Soli
"SVF III 356, 359 - Ethics and moral responsibility",2,node,person_chrysippus_280_206bce_i9j0k1l2,Chrysippus of Soli
"Cicero, De Fato §§39-44 - cylinder analogy, assent theory",2,node,person_chrysippus_280_206bce_i9j0k1l2,Chrysippus of Soli
"Plutarch, On Stoic Self-Contradictions - critical reports of Chrysippean doctrines",2,node,person_chrysippus_280_206bce_i9j0k1l2,Chrysippus of Soli
"Alexander of Aphrodisias, De Fato - extensive critique of Chrysippean compatibilism",2,node,person_chrysippus_280_206bce_i9j0k1l2,Chrysippus of Soli
"Gellius, Noctes Atticae VII.2 - cylinder analogy",2,node,person_chrysippus_280_206bce_i9j0k1l2,Chrysippus of Soli
"Chrysippus, On Fate (fragments in SVF II.913-1000)",2,node,concept_heimarmene_fate_stoics_j0k1l2m3,Heimarmenê (Εἱμαρμένη) - Stoic Fate
